Server Name	server_name	database_name	recovery_model	BackupType	name	description	bkSize	TimeTaken	backup_start_date
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	73 MB	0 Seconds	2025-03-04 14:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-04 14:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	70 MB	0 Seconds	2025-03-04 14:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 13:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	57 MB	0 Seconds	2025-03-04 13:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 13:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	59 MB	1 Seconds	2025-03-04 13:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 13:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	57 MB	0 Seconds	2025-03-04 13:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-04 13:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	46 MB	0 Seconds	2025-03-04 13:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-04 12:45:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	44 MB	0 Seconds	2025-03-04 12:45:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 12:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	49 MB	0 Seconds	2025-03-04 12:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 12:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	49 MB	0 Seconds	2025-03-04 12:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 12:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	56 MB	0 Seconds	2025-03-04 12:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 11:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	67 MB	0 Seconds	2025-03-04 11:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 11:30:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	50 MB	0 Seconds	2025-03-04 11:30:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 11:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	74 MB	0 Seconds	2025-03-04 11:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 11:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	76 MB	1 Seconds	2025-03-04 11:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 10:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	62 MB	0 Seconds	2025-03-04 10:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 10:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	63 MB	0 Seconds	2025-03-04 10:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-04 10:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	78 MB	0 Seconds	2025-03-04 10:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 10:00:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	80 MB	0 Seconds	2025-03-04 10:00:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 09:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	69 MB	1 Seconds	2025-03-04 09:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 09:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	64 MB	0 Seconds	2025-03-04 09:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-04 09:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	88 MB	0 Seconds	2025-03-04 09:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 09:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	73 MB	1 Seconds	2025-03-04 09:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 08:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	3008 MB	9 Seconds	2025-03-04 08:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	113 MB	0 Seconds	2025-03-04 08:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	227 MB	1 Seconds	2025-03-04 08:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 08:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	46 MB	1 Seconds	2025-03-04 08:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 08:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	39 MB	0 Seconds	2025-03-04 08:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 07:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	28 MB	1 Seconds	2025-03-04 07:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 07:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	24 MB	0 Seconds	2025-03-04 07:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 07:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	26 MB	0 Seconds	2025-03-04 07:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 07:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	16 MB	0 Seconds	2025-03-04 07:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 06:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	39 MB	0 Seconds	2025-03-04 06:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 06:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	7704 MB	21 Seconds	2025-03-04 06:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 06:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	8043 MB	19 Seconds	2025-03-04 06:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 06:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	10130 MB	24 Seconds	2025-03-04 06:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 05:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	12593 MB	31 Seconds	2025-03-04 05:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 05:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	20847 MB	53 Seconds	2025-03-04 05:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 05:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	16009 MB	45 Seconds	2025-03-04 05:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 05:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	2 MB	0 Seconds	2025-03-04 05:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 04:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	3 MB	0 Seconds	2025-03-04 04:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 04:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	2 MB	0 Seconds	2025-03-04 04:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 04:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	19 MB	0 Seconds	2025-03-04 04:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 04:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	26 MB	0 Seconds	2025-03-04 04:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 03:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	45 MB	0 Seconds	2025-03-04 03:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 03:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	43 MB	1 Seconds	2025-03-04 03:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 03:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	5 MB	0 Seconds	2025-03-04 03:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 03:00:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-04 03:00:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 02:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	4 MB	0 Seconds	2025-03-04 02:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 02:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	45 MB	0 Seconds	2025-03-04 02:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 02:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	228 MB	17 Seconds	2025-03-04 02:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 02:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	35 MB	9 Seconds	2025-03-04 02:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 01:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	49 MB	5 Seconds	2025-03-04 01:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 01:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	50 MB	8 Seconds	2025-03-04 01:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 01:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	126 MB	11 Seconds	2025-03-04 01:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 01:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	183 MB	16 Seconds	2025-03-04 01:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 00:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	310 MB	25 Seconds	2025-03-04 00:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 00:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	226 MB	14 Seconds	2025-03-04 00:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 00:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	28 MB	2 Seconds	2025-03-04 00:15:00.000
OAZISDB	OAZISDB	master	SIMPLE	Full	NULL	NULL	4 MB	9 Seconds	2025-03-04 00:08:08.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Full	NULL	NULL	2776 MB	10 Seconds	2025-03-04 00:08:07.000
OAZISDB	OAZISDB	OAZP	FULL	Full	NULL	NULL	1579256 MB	10 Seconds	2025-03-04 00:08:07.000
OAZISDB	OAZISDB	model	FULL	Full	NULL	NULL	44 MB	10 Seconds	2025-03-04 00:08:07.000
OAZISDB	OAZISDB	msdb	SIMPLE	Full	NULL	NULL	34 MB	10 Seconds	2025-03-04 00:08:07.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-04 00:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	5 MB	0 Seconds	2025-03-04 00:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 23:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	7 MB	0 Seconds	2025-03-03 23:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 23:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	10 MB	0 Seconds	2025-03-03 23:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 23:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	5 MB	0 Seconds	2025-03-03 23:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 23:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	5 MB	0 Seconds	2025-03-03 23:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 22:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	10 MB	0 Seconds	2025-03-03 22:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 22:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	21 MB	1 Seconds	2025-03-03 22:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 22:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	7 MB	0 Seconds	2025-03-03 22:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 22:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	10 MB	0 Seconds	2025-03-03 22:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 21:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	66 MB	0 Seconds	2025-03-03 21:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 21:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	8 MB	0 Seconds	2025-03-03 21:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 21:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	41 MB	0 Seconds	2025-03-03 21:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 21:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	60 MB	0 Seconds	2025-03-03 21:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Full	OAZMOLP_backup_2025_03_03_205002_4495935	NULL	2776 MB	5 Seconds	2025-03-03 20:50:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 20:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	27 MB	1 Seconds	2025-03-03 20:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 20:30:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	18 MB	0 Seconds	2025-03-03 20:30:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 20:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	17 MB	0 Seconds	2025-03-03 20:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Full	OAZP_backup_2025_03_03_200002_4852340	NULL	1579159 MB	2734 Seconds	2025-03-03 20:00:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 20:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	14 MB	0 Seconds	2025-03-03 20:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 19:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	19 MB	0 Seconds	2025-03-03 19:45:01.000
OAZISDB	OAZISDB	model	FULL	Full	model_backup_2025_03_03_193002_7446633	NULL	3 MB	0 Seconds	2025-03-03 19:30:03.000
OAZISDB	OAZISDB	msdb	SIMPLE	Full	msdb_backup_2025_03_03_193002_7446633	NULL	35 MB	0 Seconds	2025-03-03 19:30:03.000
OAZISDB	OAZISDB	master	SIMPLE	Full	master_backup_2025_03_03_193002_7446633	NULL	5 MB	1 Seconds	2025-03-03 19:30:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 19:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	15 MB	0 Seconds	2025-03-03 19:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 19:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	127 MB	0 Seconds	2025-03-03 19:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 19:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	25 MB	0 Seconds	2025-03-03 19:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 18:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	41 MB	0 Seconds	2025-03-03 18:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 18:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	21 MB	0 Seconds	2025-03-03 18:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 18:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	20 MB	0 Seconds	2025-03-03 18:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 18:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	24 MB	0 Seconds	2025-03-03 18:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 17:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	31 MB	0 Seconds	2025-03-03 17:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 17:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	29 MB	0 Seconds	2025-03-03 17:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 17:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	53 MB	0 Seconds	2025-03-03 17:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 17:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	51 MB	1 Seconds	2025-03-03 17:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 16:45:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	41 MB	0 Seconds	2025-03-03 16:45:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 16:30:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	53 MB	0 Seconds	2025-03-03 16:30:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 16:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	109 MB	0 Seconds	2025-03-03 16:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 16:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	60 MB	1 Seconds	2025-03-03 16:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 15:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	68 MB	1 Seconds	2025-03-03 15:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	1 Seconds	2025-03-03 15:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	75 MB	1 Seconds	2025-03-03 15:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 15:15:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	68 MB	0 Seconds	2025-03-03 15:15:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 15:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	78 MB	1 Seconds	2025-03-03 15:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 14:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	108 MB	0 Seconds	2025-03-03 14:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	1 Seconds	2025-03-03 14:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	61 MB	1 Seconds	2025-03-03 14:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-03 14:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	77 MB	1 Seconds	2025-03-03 14:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 14:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	84 MB	0 Seconds	2025-03-03 14:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 13:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	73 MB	0 Seconds	2025-03-03 13:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-03 13:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	89 MB	1 Seconds	2025-03-03 13:30:01.000
