Server Name	server_name	database_name	recovery_model	BackupType	name	description	bkSize	TimeTaken	backup_start_date
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 13:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	84 MB	0 Seconds	2025-03-07 13:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 12:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	122 MB	1 Seconds	2025-03-07 12:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 12:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	114 MB	0 Seconds	2025-03-07 12:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 12:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	111 MB	0 Seconds	2025-03-07 12:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 12:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	141 MB	1 Seconds	2025-03-07 12:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 11:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	160 MB	1 Seconds	2025-03-07 11:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 11:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	132 MB	1 Seconds	2025-03-07 11:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 11:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	96 MB	1 Seconds	2025-03-07 11:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-07 11:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	97 MB	1 Seconds	2025-03-07 11:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 10:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	99 MB	0 Seconds	2025-03-07 10:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 10:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	100 MB	0 Seconds	2025-03-07 10:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 10:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	88 MB	0 Seconds	2025-03-07 10:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-07 10:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	75 MB	0 Seconds	2025-03-07 10:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 09:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	69 MB	0 Seconds	2025-03-07 09:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 09:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	62 MB	1 Seconds	2025-03-07 09:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 09:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	79 MB	0 Seconds	2025-03-07 09:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 09:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	2624 MB	8 Seconds	2025-03-07 09:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	154 MB	1 Seconds	2025-03-07 08:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	222 MB	1 Seconds	2025-03-07 08:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 08:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	60 MB	1 Seconds	2025-03-07 08:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 08:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	102 MB	1 Seconds	2025-03-07 08:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 08:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	67 MB	0 Seconds	2025-03-07 08:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 07:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	76 MB	1 Seconds	2025-03-07 07:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 07:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	63 MB	0 Seconds	2025-03-07 07:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 07:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	34 MB	0 Seconds	2025-03-07 07:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 07:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	18 MB	0 Seconds	2025-03-07 07:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 06:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	35 MB	0 Seconds	2025-03-07 06:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 06:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	9151 MB	28 Seconds	2025-03-07 06:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 06:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	6168 MB	15 Seconds	2025-03-07 06:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 06:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	15304 MB	45 Seconds	2025-03-07 06:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 05:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	18184 MB	35 Seconds	2025-03-07 05:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 05:30:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	16215 MB	40 Seconds	2025-03-07 05:30:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 05:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	14517 MB	45 Seconds	2025-03-07 05:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 05:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	3 MB	0 Seconds	2025-03-07 05:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 04:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	2 MB	0 Seconds	2025-03-07 04:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 04:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	18 MB	0 Seconds	2025-03-07 04:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 04:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	66 MB	0 Seconds	2025-03-07 04:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 04:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	37 MB	0 Seconds	2025-03-07 04:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 03:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	89 MB	0 Seconds	2025-03-07 03:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 03:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	41 MB	0 Seconds	2025-03-07 03:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 03:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	5 MB	0 Seconds	2025-03-07 03:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 03:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	6 MB	0 Seconds	2025-03-07 03:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 02:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	14 MB	0 Seconds	2025-03-07 02:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 02:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	51 MB	5 Seconds	2025-03-07 02:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 02:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	191 MB	18 Seconds	2025-03-07 02:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 02:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	68 MB	10 Seconds	2025-03-07 02:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 01:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	53 MB	7 Seconds	2025-03-07 01:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 01:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	60 MB	8 Seconds	2025-03-07 01:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 01:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	127 MB	11 Seconds	2025-03-07 01:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 01:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	42 MB	6 Seconds	2025-03-07 01:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 00:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	228 MB	18 Seconds	2025-03-07 00:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 00:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	214 MB	14 Seconds	2025-03-07 00:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 00:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	85 MB	6 Seconds	2025-03-07 00:15:01.000
OAZISDB	OAZISDB	master	SIMPLE	Full	NULL	NULL	4 MB	10 Seconds	2025-03-07 00:12:11.000
OAZISDB	OAZISDB	model	FULL	Full	NULL	NULL	44 MB	11 Seconds	2025-03-07 00:12:10.000
OAZISDB	OAZISDB	OAZP	FULL	Full	NULL	NULL	1582727 MB	11 Seconds	2025-03-07 00:12:10.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Full	NULL	NULL	2781 MB	11 Seconds	2025-03-07 00:12:10.000
OAZISDB	OAZISDB	msdb	SIMPLE	Full	NULL	NULL	33 MB	11 Seconds	2025-03-07 00:12:10.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-07 00:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	53 MB	0 Seconds	2025-03-07 00:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 23:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	79 MB	1 Seconds	2025-03-06 23:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 23:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	12 MB	0 Seconds	2025-03-06 23:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 23:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	28 MB	0 Seconds	2025-03-06 23:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 23:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	7 MB	0 Seconds	2025-03-06 23:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 22:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	59 MB	0 Seconds	2025-03-06 22:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 22:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	17 MB	0 Seconds	2025-03-06 22:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 22:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	28 MB	0 Seconds	2025-03-06 22:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 22:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	8 MB	0 Seconds	2025-03-06 22:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 21:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	17 MB	0 Seconds	2025-03-06 21:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 21:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	12 MB	0 Seconds	2025-03-06 21:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 21:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	44 MB	1 Seconds	2025-03-06 21:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 21:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	35 MB	0 Seconds	2025-03-06 21:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Full	OAZMOLP_backup_2025_03_06_205001_9538200	NULL	2782 MB	5 Seconds	2025-03-06 20:50:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 20:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	30 MB	0 Seconds	2025-03-06 20:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	15 MB	0 Seconds	2025-03-06 20:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 20:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 20:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	31 MB	0 Seconds	2025-03-06 20:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 20:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	15 MB	0 Seconds	2025-03-06 20:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Full	OAZP_backup_2025_03_06_200001_3730958	NULL	1582521 MB	2754 Seconds	2025-03-06 20:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 19:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	60 MB	1 Seconds	2025-03-06 19:45:00.000
OAZISDB	OAZISDB	master	SIMPLE	Full	master_backup_2025_03_06_193001_9671326	NULL	5 MB	0 Seconds	2025-03-06 19:30:02.000
OAZISDB	OAZISDB	model	FULL	Full	model_backup_2025_03_06_193001_9671326	NULL	3 MB	0 Seconds	2025-03-06 19:30:02.000
OAZISDB	OAZISDB	msdb	SIMPLE	Full	msdb_backup_2025_03_06_193001_9671326	NULL	34 MB	1 Seconds	2025-03-06 19:30:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 19:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	109 MB	0 Seconds	2025-03-06 19:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 19:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	136 MB	1 Seconds	2025-03-06 19:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 19:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	132 MB	0 Seconds	2025-03-06 19:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 18:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	198 MB	1 Seconds	2025-03-06 18:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 18:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	89 MB	0 Seconds	2025-03-06 18:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 18:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	311 MB	0 Seconds	2025-03-06 18:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 18:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	169 MB	1 Seconds	2025-03-06 18:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 17:45:02.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	235 MB	0 Seconds	2025-03-06 17:45:02.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 17:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	174 MB	1 Seconds	2025-03-06 17:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 17:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	194 MB	1 Seconds	2025-03-06 17:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 17:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	92 MB	1 Seconds	2025-03-06 17:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 16:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	144 MB	1 Seconds	2025-03-06 16:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 16:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	183 MB	1 Seconds	2025-03-06 16:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 16:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	201 MB	1 Seconds	2025-03-06 16:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 16:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	227 MB	1 Seconds	2025-03-06 16:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 15:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	299 MB	1 Seconds	2025-03-06 15:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 15:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	152 MB	1 Seconds	2025-03-06 15:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-06 15:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	140 MB	0 Seconds	2025-03-06 15:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 15:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	213 MB	1 Seconds	2025-03-06 15:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 14:45:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	389 MB	2 Seconds	2025-03-06 14:45:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 14:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	143 MB	0 Seconds	2025-03-06 14:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 14:15:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	173 MB	1 Seconds	2025-03-06 14:15:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 14:00:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	251 MB	1 Seconds	2025-03-06 14:00:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 13:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	120 MB	1 Seconds	2025-03-06 13:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 13:30:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	68 MB	1 Seconds	2025-03-06 13:30:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 13:15:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	59 MB	1 Seconds	2025-03-06 13:15:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	0 Seconds	2025-03-06 13:00:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	78 MB	0 Seconds	2025-03-06 13:00:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 12:45:00.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	131 MB	1 Seconds	2025-03-06 12:45:00.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	0 MB	0 Seconds	2025-03-06 12:30:01.000
OAZISDB	OAZISDB	OAZP	FULL	Transaction Log	NULL	NULL	75 MB	0 Seconds	2025-03-06 12:30:01.000
OAZISDB	OAZISDB	OAZMOLP	FULL	Transaction Log	NULL	NULL	1 MB	1 Seconds	2025-03-06 12:15:01.000
